reviewId,app_name,content,sp_ordinal,sentiment_binary
647d346d-525f-46ef-a3bc-7e31638ae2ca,Shopee,vou ter corrigir classificação shopee ótimo site compras política reembolso vendedores enviam mercadoria avariada diversa pedida existe opção vc fazer devolução inclusive aconteceu comprar produto loja banida nesse caso shopee deveria fazer reembolso então cuidado comprar coisas alto valor ainda bem prejuízos pequenos,1,10000
b50174f8-2d05-4e39-b693-4402a295838e,Shopee,cancelaram duas compras status cancelamento falta pagamento sendo compra feita hora através cartão crédito questionei chat robô ninguém responder algo plausível dessa vez motivo vendedor inativo dias reembolso caiu apenas parte dessa vez robô registrou reembolso pode feito dois ciclos compro nunca problema aliexpress amazon mercado livre recomendo,1,1000000
8412d72d-0799-4b24-a032-2fe1efc8e40d,Shopee,experiência melhor shopee antes conseguia comprar boa cartão crédito agora consigo sempre dá falha pagamento contar entrei contato várias vezes suporte shopee solicitar erro nada resolvido parece fazendo propósito migrar mos sparcelado,1,100000
04d4dd98-c676-461a-a2e2-d841f74313d1,Shopee,diante todas compras fiz app ultimamente deixa desejar vale pena devido promoções compra valor minimo toda loja funciona descontos fretes lembrem nao existe frete gratis pra alguém sobra pagar conta ja entregas chegaram mega rapido assim deram muita dor cabeça demora correios problemas transportadoras nao canal atendimento deve prestar muita atenção descrições,1,10000
2a278f67-43d2-418e-970a-09460cd193d3,Shopee,plataforma totalmente segura lá vendendor demorar empacotar pedido própria chopee notifica avisando irá devolver dinheiro aplicativo bom bem feito principalmente cupons frete grátis destaca plataforma merece todas estrelas espaço nunca nenhum tipo problema recomendo shopee,0,1000
2d0a2e53-cbcd-48bd-9e8f-bfeeb69fd1c2,Shopee,momento experiência shopee sido boa podem melhorar parte avaliação onde todo trabalho tirar fotos gravar vídeo app shopee salva informações esbarrarmos dedo querer tecla voltar travar hora concluir avaliação começar tudo novamente revisado equipe ti maior urgência pouparmos tempo precisarmos refazer tudo fica dica,0,10
e34748a2-10c5-4093-9577-a8e8568e70e4,Shopee,dessa última atualização tendo problemas compra cartão crédito algumas vezes diz pagamento falhou porém segunda tentativa pagamento concluído porém outras vezes pagamento simplesmente vai acarreta cancelando compras,1,100000
da50e5f5-259a-495a-aa38-9c5f6fd393e2,Shopee,mês atrás uns probleminhas resolvido gostei produto demais amei porém aberto carteira chopppey cada vês produto comprei paguei cancelado chopp reembolso vai direto pra maldita carteira chopppey inclusive bloquearam quase mês tentando desbloquear consigo infelizmente chopp facilitou nada problema vou fechar aplicativo chopp pra mim chega,1,1000000
adf288be-a573-44c8-b38d-42a5e8b171f6,Shopee,app bom passei ruim vendedor vendeu algo defeito conseguir trocar ter dinheiro volta porque consta conta compra fiquei muita raiva hoje dou estrelas porque continuo comprando problema hoje dia tiro print tudo entregas rápidas mercadoria condiz anúncio aconselho sempre ler bem descrição,0,10
35dd28aa-4a77-4164-a908-2ef9fa40fe6e,Shopee,gosto aplicativo melhorar gostaria loja itens informática eletroeletrônicos aliexpress gostaria melhorassem busca produtos assim gostaria achar produto internacional bom ter botão fizesse sistema procurar mim produto fornecedor nacional prefiro precisar pagar taxa importação resumo acho melhor shopee concorrente,0,10
51d82b88-d538-4e01-b6a2-00ba215a1a11,Shopee,uso meses então tudo corria relativamente bem nunca problemas última compra faço todas vezes tiro dados cartão cadastrado logo seguida venho tentando tirar dados cartão crédito sucesso falei suporte nada conseguiu ajudar pena mim shopee enquanto resolver compro nada,1,1000000
e182a7de-699d-4f37-87fa-613a87135aa0,Shopee,amo app realmente variedades produtos pra mim dois únicos problemas q maioria fretes saem pesado então sempre compensa usar cupom frete sair absurdo caro segundo problema q fizer compra q pagar pra cada objeto,0,10
13918738-c5ea-4676-91cd-5581f3b9e0f1,Shopee,ruim piorou desde nenhum cupom selecionado aparece finalizar compra todos dentro regras cupom fidelidade ganho subir nível funciona chat enviar print dá erro inúteis dizem nada podem fazer garotos recado passem recado podem fazer alguma coisa façam aliás chamam atendimento aliexpress amazon mercado livre sempre frente shopee último caso,1,1000000
0cf77671-ed83-465b-898d-58562cca059a,Shopee,shopee dando moedas valor compra vezes avaliação conforme vc procura produto vai abrindo app ficando cada vez lento ponto travar ter q fechar bonificações q quase existe frete grátis então quase aumentou valor mínimo alto deixou melhor igual qualquer outro app,1,1000000
f1b56b19-5568-41ea-83b0-a9793c230a24,Shopee,gostando app prático fácil usar nunca problemas compras fiz atualizando ultimamente serviço rastreamento logística horrível,0,10
12372a7c-3045-4daa-b885-f01ea628dd15,Shopee,app bom porém ultimamente estado lento alguns cupons recebidos enganosos exemplo diz vc comprar acima paga frete mentira tudo compro aqui chega certinho,0,10
1b19757c-8872-4fad-b86e-946071af2ec0,Shopee,pontos positivos facilidade compra variedade produtos preços acessíveis pontos negativos app cheio bugs muitos travamentos cupons frete fake voce aplica cupom frete grátis ai vc escolhe meio pagamento frete volta cobrado diz pode usado representa tremenda perda tempo maioria entregas nacionais super demoradas,1,1000000
e42c0be7-9386-442c-a1f2-4eef4bd739ca,Shopee,gosto comprar compro bastante algumas ressalvas vendedores daqui alguns parecem quer vender vezes responde pergunto entregas quase sempre demoradas prefiro comprar china barato vendedores atenciosos entregas rápidas outro continente pena dá pra ficar comprando causa taxa abusiva governo federal,0,10
3298e443-fa24-4bd0-96fa-930171b333d2,Shopee,q gosto comprar shopee quase problemas compras quase sempre chegaram perfeitamente últimos dias entregas sendo concluídas tendo q pedir devolução reembolso trazendo transtorno cliente havendo erro embalador produto q chega produto errado fazem reembolso perco tempo espera dinheiro assim gosto preços baixos descontos frete melhorassem questões daria nota,0,10
efa65c3b-86af-48fd-9aa0-b37424ca2781,Shopee,gostando porém sempre algo acontecendo dessa vez conseguido fazer vídeos avaliações fotos vão boa outro carrega problema aparelho pq consigo fazer vídeos outros apps compra notei entregas voltaram agilizada chegam antes prazo pra mim suma importância causa desse menor nota recomendo,0,10
f6084bcf-dac4-4b67-aa79-9a51174c4967,Shopee,bom aplicativo porém fato saber vai feita entrega horrível antes ver transportadora privada correios agora horrível ter depender estresse demora correios,1,1000000
208ed492-6416-46bd-9a28-53ff1b5069a1,Shopee,bom hoje dia apresenta erro servidor falhas carregamento muita instabilidade imagino smartphone antigo,1,100000
208ed492-6416-46bd-9a28-53ff1b5069a1_b,Shopee,realmente vendo melhoras significativas obrigada amo app,0,1000
81881c30-27ab-4023-9160-f47d5a2861c2,Shopee,gosto comprar shopee plataforma fácil mexer normalmente boas promoções considero cupons vantajosos especial lojas parceiras proporcionam frete grátis valores compras partir r obs vantagens momento escrevo avaliação aconselho verificar promos cupons frequência melhor aproveitamento,0,1000
87e6cd11-3aca-4065-8827-1edf73045cda,Shopee,questão estrelas porque shopee precisa implementar diferencial mercado livre opção full vezes agente precisa urgente produto shoppe falta responsabilidade dia vendedores colocar foto produto enviam outro cliente falta respeito precisa mudar logo shoppe relação preços parabéns conta preços q rivais,0,10
04272c67-f7dd-4c2e-a07f-bd059aede034,Shopee,frete cobrado deixando desejar bom agora certas mercadorias baratas frete sai x valor mesmas compensa pena desistido comprar muitas coisas dias mês tipo q anuncia frete grátis pude fazer única compra nessa condição decepcionada,0,10
ebb18b09-913f-4ce7-9862-cd5b2a560146,Shopee,arrumem bug dá pra ficar minutos app pessoa navega app entra anúncios similares nada app trava tela vezes congela congela consegue entrar coisas clicadas aparelho celular testei todos androids casa mesma coisa cheguei comprar coisas outro app pra ter passar shopee melhorem experiência cliente x interface funcionalidade pfvr,1,1000000
69f94f22-499f-4135-9f94-0f6db3e9d03a,Shopee,cada vez melhor pra empatar concorrência falta logística junte todos pacotes vendedores diferente único pacote entregue tudo junto porquê vezes compramos vários objetos pequenos vendedores diferente ficar semana toda recebendo pacotes mercadolivre opção recebermos tudo única entrega facilita vida pra termos deixar resolver outras coisas esperando entregas durante semana toda,0,10
7a2b3085-1baa-49bb-b78f-68a0768a4159,Shopee,eh gostei aplicativo antes ligava aí fazer compra pronto tornei cliente fiel shoppe consigo querer comprar outro aplicativo bem fácil usar claro defeitos posso jogar cima shoppe transportadoras certo descaso clientes espero futuro todas compras código receber objeto shoppe tratou super rápida reembolso satisfeita,0,1000
17428fc4-8f00-4c8c-8b38-b33b19219ea2,Shopee,produtos preços bons gráficos bem detalhados fáceis entender deixa desejar demora entregar compra sendo mercado livre opção entregar dia dia seguinte resto gosto shoppe,0,10
bc607a6e-4f9a-4909-b8c1-f1c4229167dc,Shopee,bom aplicativo fácil uso fiz várias compras nele bom suporte fácil pagamento lado ruim difícil ganhar cupons descontos shein consegue vários cupons melhorasse ficaria perfeito afinal acho compras entrega rápido shein enfim bom gosto,0,10
055745a3-ca70-42eb-96bc-70ab30c81989,Shopee,app melhorar começar sugestão produtos vezes pesquisa algo sobre maquiagem aparecem coisas vibrador outras coisas ramo sinalizar quer ver produtos daquele tipo jogos travam chega irritante,1,1000000
170312ea-6815-4114-9b26-cfe8e9a51f1a,Shopee,ap ruim entrar trava pesquisar comprar produto colocar carrinho demora dependendo hora minutos outros aplicativos compras todos rápidos questão segundos minutos,1,100000
170312ea-6815-4114-9b26-cfe8e9a51f1a_b,Shopee,reavaliando bem melhor entrar comprar ap tanto pesquisas tudo compras entrega perfeito,0,1000
98ea7089-fb2b-4717-b9b8-7fa838c58718,Shopee,relação lojas nunca problemas agora serviço entrega shopee simplesmente horroroso entregadores jogam mercadoria cima portão deixa terceiros péssimas experiências serviço entrega comentários muita gente sendo prejudicada decepcionada reclamei várias vezes continua,1,100000
8dadac95-8439-43d6-b213-bb20509eaead,Shopee,excelente aplicativo apresenta alguns bugs possui excelente gama produtos variação preços fornecedores maioria nacionais confere maior conforto segurança efetuar pedido ganhando maior velocidade entrega app continue crescendo cada vez ajudando muita gente através custo benefício produtos,0,1000
dbd3c76d-8c1f-4527-8435-0e208c47ccc9,Shopee,gosto plataforma compras app muitos bugs reinstalei continua tendo erros constantes carregamento página faz desista compra muitas vezes frustrante experiência usuário,1,100000
e34bb958-fc27-4373-ba84-d1c8350544e7,Shopee,shopee queria fama maravilhoso descontos verdade cupons funcionavam verdade hoje dia quase nenhum cupom frete grátis valor mínimo funcionam verdade vantajoso usar aliexpress amazon principalmente vantagens prime mercado livre,1,1000000
247ecf54-5885-4b6b-9988-172885f3f8a6,Shopee,shopee mostrou muitos artistas nacionais nesse período taxas bom saber lojas brs incríveis vendem produtos excelente qualidade ainda pena taxas estarem acabando liberdade compra talvez termo certo leiga assunto shopee vem recompensando suporte técnico excelente pessoas carismáticas sempre resolvem problemas dúvidas,0,1000
c7140f14-ce6b-401e-8a67-4cfae0fa0a05,Shopee,compro bastante tempo pontos corrigidos alguns produtos selo entrega grátis porém finaliza pedido adiciona valor entrega outro ponto melhorar próprio aplicativo travando quase sempre,0,10
51aaab4a-b2b3-4c6c-82c8-a4b70e611b72,Shopee,bom aplicativo compra agora deixando desejar decepcionada pois sempre comprei gostei uns tempos pra cá vcs tiraram cupons frete grátis colocam qualquer loja pra vender selecionam compromisso cliente fazendo promoções compensam voltem cupons frete grátis valores baixos olhem bem lojas anunciam produto mandam outro sugestão app favorito melhores,1,100000
b2b81bc7-07dd-493f-87c3-11e49e7ec18b,Shopee,fiz compra relógio abril funcionou semana abri solicitação reembolso obedeci todos passos devolução produto hj realizaram estorno compra cartão crédito disseram meses crédito voltava insatisfeita política devolução reembolso empresa passa credibilidade pós venda mercado livre acontece atendentes dão retorno sabe falar,1,1000000
6b66f3a0-5f41-479f-abc1-ed7032abe766,Shopee,shopee simplesmente incrível uso aplicativo regularmente fazer compras online sempre impressionado variedade produtos disponíveis ótimos preços além disso experiência compra suave conveniente entrega rápida confiável atendimento cliente excepcional definitivamente recomendo shopee todos amigos familiares ótimo trabalho equipe shopee,0,1000
63230c21-f8cb-45fa-8f4d-fc05bd06eae2,Shopee,possível acessar central vendedor aplicativo opção pra acessar central vendedor consigo acessar navegador central vendedor possível gerar etiqueta enviar pedido falha grotesca shopee muita bagunça aplicativo deveria ter app exclusivo vendedores disponibilizaria ferramentas necessárias shopee tá aí prós vendedores cobrando taxas absurdas entregando plataforma traças,1,1000000
5a9bd1be-3161-4caa-8220-58399260adc8,Shopee,péssimo app cheio coisas faz sentido nenhum difícil acompanhar rotar pedido interface ruim cheio cores paracer app divertir crianças prazo entrega nunca respeitado então resumindo estrela recomendo shoppee melhor mercado livre usei anos agora nada reclamar mercado livre vezes melhor shoppee,1,1000000
b7476343-848f-4514-ad7b-1e67ab1a8584,Shopee,gosto shopee sempre algumas coisas diferentes úteis lá única coisa agora legal compras internacionais ficando paradas alfândega muitas vezes valor imposto brasileiro maior preço produto frete pra compras nacionais ótimo,0,10
7ac44b66-5ea1-4806-801a-0afe5a0ea22d,Shopee,bom dia experiência compras finalizadas shpee ano marcada data quatro compras deram problemas reais perdi tentei contato obtive estorno valor outras resarcido site perda gostando recomendo sopee sinto plataforma shopp bem melhor antes,0,10
11689c95-9579-4b31-9b6d-8755f49d09ff,Shopee,bom site compras faço várias compras algumas mostram satisfatórias sistema atendimento consumidor fraco atendentes conseguem resolver problemas on line equipe fica responsável atendimento posterior costuma eficaz,0,10
06521fde-1a55-4ea4-97df-99da5bb2d70d,Shopee,comprem nada quebre estrague começaram entregar coisas jogando chão tocar interfone bater palma casa mto difícil fazer entrega correta quintal parece lixão infelizmente comprarei nada pois fiz duas reclamações nada fizeram várias entregas chão sempre notificaram entregador nada muda terceira vez deram formulário preencher serviço má qualidade,1,1000000
86bffebb-5270-4fb3-a4a7-99af0b57886b,Shopee,ótimo app muitas promoções principalmente frete grátis melhor todos pra fotos vídeos compras avaliações tornando fácil pros outros avaliarem vale pena comprar produto deviam incluir modo noturno tela branco daquele jeito prejudica visão único problema culpa vendedores tão demorando demais pra encaminhar produtos gente esperar correios ainda esperar vendedor deixa espera longa aind,0,10
6263ed52-8bef-4198-8f51-e1f5c7501074,Shopee,gostando demais comprar shopee shopee produtos ótimos sempre preciso comprar algo corro lá pra ver opções sempre precisando melhores preços quase sempre pago taxa entrega tudo bom facilita hora fazer compras gostando produtos entregues capricho sempre bem embaladinhos adoro tudo fácil comprar shopee aplicativo posso dizer obrigada,0,1000
53f31199-5e8b-4516-ad72-c2b08a406350,Shopee,gosto desse aplicativo nele encontra vários produtos cozinha roupa maquiagem pets etc preço super acessível cupons descontos pode ajudando diminuir ainda valor compra total todas entregas chegaram dias previsto produtos todos bem embalados então sim gosto shopee super indico qualquer,0,1000
a1ad13de-52a9-4f28-bf33-d9862ce4befc,Shopee,interface design simples compreender extrema variação produtos preços ótimos dependendo produto recomendo todos app compras utilizo últimos tempos,0,1000
8ae8f47f-1b8c-47e9-9e4e-b840effad5ee,Shopee,aplicativo poderia rápido demora demais entrar loja trava demais celular pois único trava fazer compra bom app compra ótimo problema lento trava demais,0,10
c0297784-da13-4c5c-8768-8a975125125f,Shopee,apesar travamentos gosto usabilidade app últimas semanas conseguido usar abro fecha sozinho toda hora tentei fazer tantas coisas desinstalei instalei novo limpei cache forcei parada entrei saí conta fiz tudo assim continua mesma coisa infelizmente tá sendo possível usar app,1,100000
f35b429b-0397-4eaf-a4bc-f45e1a72bf23,Shopee,app sí ótimo fácil acesso rastreamento correio acessível vezes atualiza gera dúvidas descrição produtos avisos sobre importações risco taxado algo atualizaram vendas internacionais queria opções forma pagamento cartões débito tirando após quase ano uso pedidos app experiência sendo incríveis,0,10
c46c76e4-779c-4003-99bf-6a4bea53186b,Shopee,app ótima opção compra única coisa chata tudo compra entrega individual ex compra lápis loja batom outra chega tudo individual ter lugar juntar todos pedidos mesma pessoa mandar todos juntos igual concorrência ajudava gente meio ambiente penso pó dei estrelas,0,10
308f0678-67d5-4c31-b88c-f4542d1ab1f2,Shopee,alguém suporte pode ver acontecendo última compra aplicativo abre fica piscando tela branca preta desinstalei instalei novamente várias vezes nada alguns pedidos caminho preciso resolver pensei celular todos outros aplicativos funcionando normalmente achei estranho primeiro deslogou conta deixou abrir notebook coisa proporcionada platafo,1,10000
990b5bad-b27b-4d51-a2f5-09f8ae00e729,Shopee,app bom sempre chega tudo bem embalado deixa desejar algumas entregas alguns entregadores querem vir entregar bairro segundo lonje gosto encomendas chegam bem embaladas ainda garantia shopee recebermos produto reembolso,0,10
efaf7e87-129f-4c94-97ab-0d55b48c093d,Shopee,shopee melhor aplicativo loja online parece virei cliente vip shopee começaram fracassar segunda vez faço compras app ficam dias atualizar aonde produto fica dias trânsito cidades centros logísticos próximos atualiza jeito nenhum adorava aplicativo conta transportadora odiando simplesmente horrível melhorem transportadora favor né gostam perder clientes vip indignada,1,1000000
88ca4bd5-193d-47e7-8705-07e795c1da52,Shopee,hj recompensas diária funciona chega abreapp pesado sempre algum tipo bugdifícil app muita bagunça agora coisas nunca comprei aparece aba comprou dizendo comprei novo lojaacho ruim poder apagar coisas comprei avaliei estrela coisas vieram certas continua aparecendo aba produtos comprei gerenciar certo ter lista negra colocar compras ruins lá,1,1000000
4b9822b3-8c0f-45e4-8fc3-95362eeb97d5,Shopee,sobre rastreamento entrega algumas funcionam nenhuma loja entregas própria empresa entregando pedido vão confirmar pedido entregue sendo entregador ligou cliente pediu assinatura nada somente entregou qualquer pessoa ver pode receber pedido entregadores super mal treinados experiência cliente rastrear produto próprio aplicativo impossivel obtendo código horrível,1,1000000
f9bec5e0-31cb-4b79-a638-2b546ff92d22,Shopee,experiência app incrível todos produtos comprei arrependi nenhum ótimo app quer economizar grana boa ter diversas decorações roupas tênis tecnologia app retorna dinheiro caso goste produto veio defeito bom app dá várias lojas virtuais produto vc quer ainda loja indicada pode filtrar preços produto vc quer comprar podem abaixar comprar,0,1000
241f82da-c306-4033-b69b-8c91df39b18d,Shopee,app fácil usar podemos encontrar td pra casa vestuário outros vou reavaliar estrela conta opções entrega plataforma poderia dar opção escolher empresa pra realizar entrega nunca problemas correios transportadoras sempre acontece algum imprevisto toda vez entregador diferente rastreamento,0,10
517e1cb4-c252-449b-ac15-6e93ee698e94,Shopee,surpreendo preços baixos super recomendo fiz várias compras app porém dou estrelas dois motivos cupons frete grátis limitados demora ganhar novos cupons ultimamente desisti fazer novas compras porque app bugado vc consegue alterar forma pagamento consegue adicionar nenhum cupom vc seleciona regressa fica único reclamar disso favor concertem,0,10
7861530d-e696-4f34-a8cf-d7307f5c2767,Shopee,tava perfeito empresa shopee entrega cupons fretes tudo ok aí nada vem tal aduaneira tal pagamento taxa fica complicado pra compra próprio app diz cobrança taxa aí agora aparece produto chega taxa paga entendo,1,1000000
a43ea812-afba-48ed-ae9f-09f058f7152d,Shopee,otimo pequenas compras entrega alguns produtos demora pouco sendo territorio brasileiro problemas passados forma pagamento porem certo tempo consertaram falha app apesar ter demorado,0,1000
c3aa19b3-7a91-4703-8b43-639be54c3b37,Shopee,amando comprar shopee recebendo produtos rápidos direitinho vindo igualzinhos imagens descrições além tudo bem embalado vou continuar comprando pois preços ótimos saber baratos produtos ótima qualidade aplicativo fácil usar lojas todas bem organizadas recomendo shopee comprar vai adorar experiência,0,1000
0ae40fc8-2828-414b-8588-c3fa3fcbfdea,Shopee,shopee altos baixos sempre altero avaliação acordo experiências momento insatisfeita demora vendedores posta produto pedido cancelado várias vezes demora vendedor postar melhora shopee,1,1000000
f0c55bb5-4036-44a4-a34a-07b59bf02dfa,Shopee,sempre comprando shopeee nunca problemas mercadoria chegou funcionar outra faltando produto mercadoria perdeu transporte todas situações reembolsada rapidamente porisso qualquer aborrecimento dou nota plataforma vou continuar comprando,0,1000
07961e38-a2c1-46e3-80f7-579f76df76a0,Shopee,muita gente reclama aplicativo lento funciona chupa cabra acesso todos dados todos financeiros agenda localização compras históricos etc explica porque aplicativo lento foco vender produtos sim pegar dados transmiti los sabe lá onde,1,10000
ad64251d-f8b6-4579-b675-7ee5cc7b4e8c,Shopee,produtos bons entrega sido rápida entanto reembolso valor fretes ainda dor cabeça além disso comprar aparece entrega padrão informar transportadora fretes absurdos vezes sendo valor acima valor produto pensando continuarei comprando plataforma pois virou comum alguns vendedores enviarem produtos errados exigirem devolução produto antes dar reembolso ultrajante,1,1000000
c2e0eef0-2df5-4438-bdc6-80c3b658a31f,Shopee,demora chegar produtos faço compra nacional demora quase mês pessoas conheço demora assim app seleciona pessoas pra chegar entregas rápidas outras infelizmente péssimo app questão entrega atraso entregas entregar produto mãos erradas,1,1000000
5d2bc5cf-99b6-4418-8346-53df9d6dc741,Shopee,péssimo quisito segurança alguém usou dados cartão cadastrado shopee tentar fazer compra aprovada porque limite insuficiente grande falha segurança dados shopee amém falha segurança consigo adicionar fotos produto solicitar reembolso pedi duas unidades produto enviaram apenas grande falta respeito,1,1000000
e22ee3d3-1182-4588-a23d-1a139c1cd985,Shopee,gostei carrega rapidamente parecia pesado ilustração atende três modelos celular indico podem adquirir arrependerá,0,1000
64cd5cb3-ff64-4a03-9e26-f78f13eaed3f,Shopee,momento sido experiência positiva gostei tudo comprei itens problemas consegui devolver reembolsada gente agora faz compra pagamento pix cancela devolução quase imediata muitos cupons promocionais legal acho legal vendedor enviar prazo automaticamente pedido cancelado feita devolução valor pago,0,1000
8521b189-d6b4-4a48-9585-6514bc7adbd1,Shopee,aplicativo ate bom porém quase todas compras fiz nele vieram problema muitas vezes nao condiz anúncio ja desistindo aplicativo ter passar toda vez problema ter devolver compra algum motivo algum problema defeito muitas vezes ter paciência vendedor vez parece nao ai,1,1000000
e969493d-4808-4506-9b11-873c6793f1c8,Shopee,bom muitas variedades produtos recebo sempre compro gostei caso produto veio errado pra devolver ficar rifando valor reembolso shopee resolver entrar conversa deu tudo certo,0,10
d793d24f-d82e-45e1-a375-096366235c09,Shopee,boa parte app funciona bem fácil navegar únicos problemas busca encontra nada dá nenhuma mensagem encontrado mostra lista aleatória produtos opção partir moedas prêmio di dia lembro acessar jogo bolhas dá página encontrada último vezes jogos bolha fica extremamente lento obrigado fechar app reiniciar novamente,0,10
